time,longitude,latitude,mag,depth
2015-04-18 04:15:00,120.55,23.53,3.1,10.7
2015-04-19 07:15:00,120.33,22.43,3.7,28.4
2015-04-19 15:15:00,121.95,24.82,3.7,8.8
2015-04-20 09:30:00,122.44,24.02,6.4,30.6
2015-04-20 09:45:00,122.43,24.05,5.0,30.7
2015-04-20 19:15:00,121.66,23.66,5.5,38.3
2015-04-20 19:45:00,122.51,24.04,6.2,33.9
2015-04-22 15:45:00,121.49,23.74,3.8,8.6
2015-04-23 03:00:00,120.3,22.39,3.0,31.8
2015-04-24 18:15:00,121.53,23.75,3.6,6.4
2015-04-24 20:00:00,122.27,24.12,4.4,24.4
2015-04-24 20:30:00,121.52,23.74,3.2,6.8
2015-04-26 04:00:00,122.53,23.93,5.7,34.8
2015-04-27 23:00:00,121.6,23.98,3.8,40.2
2015-04-29 07:30:00,121.62,24.02,3.4,7.1
2015-04-29 08:15:00,121.62,24.02,2.7,6.6
2015-04-29 12:15:00,121.6,24.02,2.4,6.5
2015-04-29 16:15:00,121.61,24.02,3.9,7.4
2015-04-29 23:15:00,121.77,23.91,3.7,21.7
2015-04-29 23:30:00,121.64,24.33,2.9,22.4
2015-04-30 01:30:00,121.62,24.03,3.2,7.7
2015-04-30 05:00:00,121.61,24.02,2.8,7.6
2015-05-01 03:30:00,120.4,23.22,2.8,10.8
2015-05-01 04:00:00,121.62,24.03,2.8,7.8
2015-05-01 07:15:00,121.64,23.93,3.6,5.8
2015-05-01 20:45:00,120.44,24.55,4.4,13.2
2015-05-03 10:45:00,120.95,22.45,3.1,15.7
2015-05-03 21:00:00,122.44,24.0,5.0,24.8
2015-05-05 18:00:00,121.6,24.02,2.7,7.4
2015-05-05 18:45:00,121.61,23.78,3.2,9.3
2015-05-07 04:00:00,121.35,24.06,4.4,68.0
2015-05-08 04:00:00,120.44,24.55,4.2,12.7
2015-05-09 20:30:00,121.2,24.66,3.5,10.0
2015-05-11 16:30:00,120.43,24.56,4.9,12.3
2015-05-11 16:45:00,120.42,24.52,4.4,13.7
2015-05-11 20:45:00,121.31,24.66,2.9,12.8
2015-05-12 07:30:00,121.48,23.94,4.7,17.3
2015-05-12 13:00:00,120.49,23.39,2.9,8.8
2015-05-13 10:15:00,121.59,23.96,2.9,8.5
2015-05-13 20:30:00,121.47,23.95,3.8,18.0
2015-05-14 00:15:00,121.8,24.33,3.3,19.5
2015-05-15 02:30:00,120.43,24.56,4.6,11.5
2015-05-15 21:00:00,120.51,22.39,3.6,27.5
2015-05-17 01:15:00,121.49,24.04,3.4,20.2
2015-05-17 03:00:00,121.48,23.92,2.4,15.0
2015-05-17 09:45:00,121.95,24.83,3.7,11.5
2015-05-19 01:15:00,121.34,23.11,3.5,16.6
2015-05-20 02:30:00,121.09,22.89,3.5,15.6
2015-05-20 07:15:00,120.31,23.12,2.6,14.2
2015-05-21 03:15:00,121.8,24.43,2.5,11.4
2015-05-23 03:00:00,121.86,24.28,3.1,10.8
2015-05-24 14:30:00,121.61,24.03,2.3,8.1
2015-05-24 16:30:00,121.91,24.39,4.3,42.6
2015-05-26 05:15:00,120.85,22.94,4.9,5.7
2015-05-26 08:45:00,122.47,23.96,5.0,28.9
2015-05-26 21:45:00,121.08,22.19,3.9,11.2
2015-05-27 08:45:00,121.7,23.44,3.5,32.5
2015-05-27 18:15:00,121.63,23.94,3.7,28.2
2015-05-28 15:45:00,122.41,24.0,4.9,27.3
2015-05-28 23:00:00,120.54,22.95,4.2,15.0
2015-06-04 01:00:00,120.99,23.96,3.1,5.4
2015-06-04 23:45:00,120.1,23.95,3.1,18.7
2015-06-05 08:15:00,120.93,24.39,3.0,5.9
2015-06-06 02:15:00,120.88,24.41,3.0,29.6
2015-06-06 06:30:00,121.8,24.37,3.3,15.7
2015-06-06 11:30:00,121.06,24.24,4.0,5.5
2015-06-07 05:30:00,120.38,23.41,2.6,8.1
2015-06-07 12:30:00,121.7,23.97,4.0,28.1
2015-06-09 01:15:00,121.69,24.65,4.3,49.0
2015-06-10 09:45:00,121.38,23.72,3.3,20.1
2015-06-12 18:30:00,121.81,24.37,3.2,16.4
2015-06-14 13:45:00,121.59,23.16,3.5,25.0
2015-06-16 23:15:00,121.72,23.5,4.7,31.5
2015-06-17 00:15:00,121.72,23.51,4.2,27.9
2015-06-17 11:00:00,121.45,23.77,2.9,10.8
2015-06-18 01:00:00,121.56,24.12,2.9,4.4
2015-06-19 11:00:00,121.52,23.46,3.8,36.6
2015-06-21 14:15:00,122.44,23.95,5.0,22.4
2015-06-21 18:30:00,121.28,22.9,3.7,34.6
2015-06-22 16:00:00,121.4,23.72,3.6,15.6
2015-06-23 14:15:00,121.84,24.45,3.5,18.3
2015-06-24 17:15:00,121.61,24.02,2.8,7.5
2015-06-26 19:45:00,121.43,24.43,2.9,6.5
2015-06-27 00:15:00,123.32,24.84,5.3,114.3
2015-06-28 01:30:00,121.56,24.03,4.2,50.8
2015-06-30 04:00:00,121.78,24.16,4.0,8.1
2015-06-30 11:00:00,120.87,24.07,3.2,27.9
2015-07-01 00:30:00,120.46,23.08,3.2,10.6
2015-07-01 01:30:00,121.61,24.32,3.2,24.5
2015-07-01 05:30:00,120.73,23.9,3.5,26.9
2015-07-02 15:30:00,121.04,23.84,4.2,27.3
2015-07-03 06:15:00,121.57,23.79,4.0,25.6
2015-07-04 02:45:00,121.41,23.21,3.3,23.4
2015-07-04 11:00:00,121.48,23.95,3.9,19.2
2015-07-04 11:30:00,121.48,23.95,3.1,18.5
2015-07-05 03:30:00,121.68,24.17,3.3,16.2
2015-07-05 04:30:00,121.67,24.17,3.6,15.8
2015-07-05 12:30:00,120.92,22.81,3.5,5.9
2015-07-05 19:15:00,121.42,23.35,4.2,33.3
2015-07-06 09:45:00,121.2,24.67,3.1,10.0
2015-07-06 11:00:00,120.85,24.35,3.3,7.9
2015-07-06 22:00:00,121.46,23.68,3.6,7.5
2015-07-07 01:00:00,120.92,22.81,3.7,5.8
2015-07-09 07:15:00,121.93,24.41,3.7,26.1
2015-07-10 17:30:00,120.46,23.22,4.4,8.6
2015-07-11 08:00:00,120.45,23.21,3.3,8.3
2015-07-14 04:45:00,121.9,24.44,3.7,23.3
2015-07-21 17:30:00,121.63,24.05,2.7,8.6
2015-07-23 00:15:00,121.5,23.86,4.2,10.5
2015-07-23 21:00:00,121.48,23.78,3.1,10.7
2015-07-25 18:15:00,121.39,23.15,4.5,22.2
2015-07-26 12:30:00,121.51,23.89,2.5,10.0
2015-07-27 05:30:00,121.91,24.42,2.8,16.3
2015-07-28 12:00:00,121.43,24.43,3.5,6.4
2015-07-28 14:15:00,121.44,24.43,4.3,6.5
2015-07-28 14:30:00,121.42,24.43,3.5,6.4
2015-07-28 14:45:00,121.43,24.43,4.7,6.0
2015-07-28 15:30:00,121.43,24.44,3.7,6.3
2015-07-28 18:30:00,121.77,24.36,2.8,14.7
2015-07-28 19:00:00,121.42,24.44,2.8,7.6
2015-07-28 19:45:00,121.44,24.43,3.9,5.7
2015-07-28 20:45:00,121.43,24.44,2.4,6.2
2015-07-28 21:45:00,121.43,24.44,3.2,6.6
2015-07-28 22:15:00,121.43,24.44,3.0,7.1
2015-07-28 22:45:00,121.42,24.44,3.1,6.7
2015-07-29 11:15:00,121.75,24.31,3.3,14.0
2015-07-30 13:15:00,121.54,23.57,3.6,28.0
2015-07-30 20:00:00,121.61,24.87,3.5,88.9
2015-07-31 07:00:00,121.42,24.44,3.2,7.7
2015-08-01 15:30:00,121.82,24.73,4.2,78.4
2015-08-02 19:00:00,121.77,24.23,3.3,28.8
2015-08-07 16:30:00,122.36,24.93,4.7,126.1
2015-08-07 17:00:00,121.42,24.44,4.0,7.0
2015-08-07 17:45:00,121.42,24.45,3.6,7.1
2015-08-07 18:30:00,121.71,24.1,3.9,7.5
2015-08-08 04:30:00,121.97,24.04,4.0,43.1
2015-08-09 05:30:00,121.41,24.44,3.9,8.3
2015-08-10 07:30:00,121.3,22.58,4.2,32.2
2015-08-10 22:00:00,121.42,24.42,3.8,4.7
2015-08-11 20:45:00,121.89,24.31,4.1,24.2
2015-08-12 00:15:00,120.69,23.55,2.9,8.8
2015-08-12 09:45:00,122.47,24.56,4.5,88.6
2015-08-13 03:00:00,121.82,24.17,4.2,6.3
2015-08-13 04:15:00,121.86,24.16,4.1,8.8
2015-08-13 05:00:00,121.81,24.17,3.9,5.5
2015-08-13 06:15:00,122.21,21.05,5.3,204.0
2015-08-13 06:30:00,121.42,24.44,2.2,5.3
2015-08-13 07:00:00,121.43,24.45,3.5,10.2
2015-08-13 22:00:00,122.39,24.02,5.7,25.5
2015-08-14 03:00:00,121.01,24.76,1.5,3.9
2015-08-14 03:30:00,121.02,24.76,1.7,3.4
2015-08-14 21:30:00,122.08,23.56,4.2,40.0
2015-08-14 22:30:00,120.99,22.52,3.5,17.2
2015-08-16 11:00:00,120.9,23.79,3.4,11.8
2015-08-17 04:45:00,121.45,24.41,3.0,6.7
2015-08-17 17:00:00,120.57,23.62,3.2,10.6
2015-08-17 22:15:00,120.44,23.22,3.5,16.8
2015-08-22 12:00:00,121.59,23.88,3.6,34.2
2015-08-23 11:45:00,121.39,23.72,3.8,25.9
2015-08-24 02:00:00,121.37,22.78,4.2,36.1
2015-08-25 23:30:00,121.84,24.0,3.6,49.3
2015-09-01 09:00:00,120.38,23.06,3.2,18.4
2015-09-01 17:30:00,119.71,22.44,4.1,48.3
2015-09-01 21:15:00,121.49,23.91,5.5,17.1
2015-09-01 21:30:00,121.48,23.92,2.6,14.9
2015-09-02 01:30:00,122.37,24.01,5.0,26.2
2015-09-02 03:00:00,121.47,23.91,2.6,16.0
2015-09-02 07:15:00,121.43,22.62,4.3,18.7
2015-09-02 10:15:00,122.02,24.87,4.6,11.3
2015-09-02 11:00:00,121.99,24.86,4.5,10.7
2015-09-03 06:30:00,121.47,23.9,2.7,15.9
2015-09-04 05:30:00,122.79,24.27,4.5,77.7
2015-09-05 15:30:00,121.86,24.26,3.5,10.6
2015-09-05 16:15:00,121.85,24.26,3.4,10.6
2015-09-07 17:45:00,121.07,21.7,4.2,22.8
2015-09-08 13:00:00,121.91,24.44,3.5,23.8
2015-09-08 23:15:00,121.37,22.4,4.3,19.5
2015-09-10 02:00:00,121.08,24.72,2.4,6.1
2015-09-10 14:45:00,122.03,24.85,3.7,10.1
2015-09-10 20:45:00,122.02,24.85,3.8,9.7
2015-09-10 23:15:00,121.82,24.24,4.9,18.6
2015-09-10 23:30:00,121.81,24.25,3.8,17.9
2015-09-11 11:30:00,121.82,24.25,3.7,18.2
2015-09-13 06:00:00,121.32,23.24,3.1,8.7
2015-09-13 23:15:00,121.47,23.94,3.4,18.5
2015-09-15 05:30:00,121.49,24.0,2.9,19.1
2015-09-15 23:15:00,121.82,24.26,3.4,16.9
2015-09-16 00:30:00,120.9,23.0,3.9,6.1
2015-09-16 01:45:00,121.83,24.25,4.9,19.0
2015-09-16 03:30:00,121.82,24.25,5.7,19.8
2015-09-16 04:00:00,121.79,24.1,3.9,7.7
2015-09-16 04:15:00,121.81,24.26,3.1,20.1
2015-09-16 04:30:00,121.82,24.27,4.5,18.7
2015-09-16 06:45:00,121.82,24.26,3.7,17.9
2015-09-16 07:15:00,121.83,24.25,3.3,19.1
2015-09-16 08:15:00,121.82,24.26,3.4,16.4
2015-09-16 10:00:00,121.83,24.24,4.0,18.5
2015-09-16 10:30:00,121.83,24.28,3.2,18.1
2015-09-16 13:15:00,121.85,24.27,3.2,20.3
2015-09-16 13:45:00,121.82,24.28,3.5,17.3
2015-09-16 14:30:00,121.82,24.25,3.8,18.5
2015-09-16 17:30:00,121.83,24.27,3.6,21.1
2015-09-16 20:30:00,121.81,24.25,3.3,16.1
2015-09-16 20:45:00,121.81,24.25,3.2,16.0
2015-09-16 21:00:00,121.83,24.28,5.6,20.2
2015-09-16 21:15:00,121.83,24.29,4.3,21.9
2015-09-16 21:30:00,121.83,24.28,4.5,22.0
2015-09-16 21:45:00,121.8,24.26,3.2,20.4
2015-09-16 22:00:00,121.83,24.28,3.4,20.9
2015-09-16 22:15:00,121.8,24.28,4.6,19.2
2015-09-16 22:30:00,121.78,24.28,3.3,19.5
2015-09-17 01:00:00,121.82,24.29,3.2,20.4
2015-09-17 01:15:00,120.1,23.0,4.2,17.7
2015-09-17 02:00:00,121.82,24.3,3.2,22.1
2015-09-17 02:30:00,121.83,24.24,3.4,18.7
2015-09-17 02:45:00,121.84,24.28,3.0,15.2
2015-09-17 04:00:00,121.84,24.24,3.6,17.2
2015-09-17 04:30:00,121.82,24.29,4.0,13.5
2015-09-17 05:15:00,121.8,24.28,3.2,18.6
2015-09-17 05:45:00,121.82,24.28,3.0,21.3
2015-09-18 03:30:00,121.82,24.3,2.8,12.3
2015-09-18 18:00:00,121.83,24.25,3.7,19.0
2015-09-18 21:15:00,121.82,24.09,4.1,6.0
2015-09-19 20:15:00,121.84,24.27,3.4,18.3
2015-09-20 06:45:00,121.85,24.27,3.2,20.1
2015-09-22 11:15:00,122.04,24.12,4.2,40.5
2015-09-22 14:30:00,120.73,23.14,2.6,5.0
2015-09-23 06:00:00,121.75,24.3,3.5,17.8
2015-09-23 19:30:00,121.85,24.25,3.6,19.3
2015-09-24 13:45:00,120.69,22.6,4.7,31.3
2015-09-24 16:00:00,121.78,24.35,3.1,18.6
2015-09-25 03:45:00,121.73,24.37,3.1,16.4
2015-09-25 18:45:00,121.3,22.72,4.2,34.5
2015-09-26 05:15:00,121.47,23.9,2.9,16.3
2015-09-26 18:15:00,120.93,24.37,3.2,6.0
2015-09-28 08:45:00,121.63,24.34,3.4,23.8
2015-09-30 03:30:00,121.51,24.02,4.8,18.7
2015-09-30 05:45:00,121.53,24.09,3.1,18.6
2015-09-30 23:45:00,120.32,23.24,3.3,13.9
2015-10-02 13:45:00,121.81,24.28,3.7,21.4
2015-10-03 11:15:00,120.32,23.24,3.4,11.9
2015-10-03 14:00:00,120.75,23.92,3.7,27.6
2015-10-03 21:30:00,120.32,23.23,3.6,15.0
2015-10-04 11:00:00,121.82,24.26,3.2,18.6
2015-10-04 12:15:00,120.22,23.27,3.0,9.6
2015-10-04 16:45:00,122.3,24.56,4.2,77.8
2015-10-05 01:30:00,121.48,22.89,4.4,19.1
2015-10-05 09:30:00,121.78,24.32,3.2,20.1
2015-10-05 09:45:00,121.78,24.32,3.2,19.8
2015-10-05 12:30:00,121.69,24.4,3.6,32.8
2015-10-06 22:15:00,121.61,24.63,4.3,57.2
2015-10-07 13:00:00,120.66,23.2,3.4,16.6
2015-10-07 18:15:00,122.17,24.85,3.9,14.0
2015-10-07 19:15:00,121.26,24.2,3.5,9.4
2015-10-08 05:45:00,121.8,24.25,4.4,17.1
2015-10-08 07:15:00,121.8,24.25,3.5,17.1
2015-10-08 17:00:00,120.32,23.23,3.9,14.8
2015-10-08 17:15:00,120.31,23.24,2.8,15.3
2015-10-08 17:45:00,120.32,23.24,3.3,13.2
2015-10-09 13:00:00,121.9,24.81,3.7,12.5
2015-10-10 04:00:00,121.6,23.51,3.5,43.1
2015-10-11 05:15:00,121.84,24.23,3.9,18.8
2015-10-12 01:15:00,121.79,24.41,3.2,19.4
2015-10-12 19:00:00,121.47,22.45,5.2,20.5
2015-10-12 22:15:00,121.79,24.25,4.2,14.8
2015-10-13 19:45:00,121.65,23.48,5.5,49.1
2015-10-15 10:00:00,121.8,24.24,3.4,14.9
2015-10-15 10:15:00,121.35,23.17,3.7,17.4
2015-10-15 13:15:00,120.59,23.61,2.9,5.8
2015-10-16 00:00:00,121.76,24.33,3.0,18.4
2015-10-16 02:00:00,121.76,24.33,3.5,19.1
2015-10-16 02:15:00,121.74,24.33,4.0,15.9
2015-10-16 02:45:00,121.77,24.33,2.8,16.7
2015-10-16 03:30:00,121.75,24.33,4.2,17.6
2015-10-16 04:15:00,121.76,24.33,2.9,18.2
2015-10-16 07:45:00,121.76,24.33,4.6,18.2
2015-10-16 08:00:00,121.76,24.32,3.0,17.4
2015-10-16 10:30:00,121.75,24.32,3.6,18.9
2015-10-16 14:15:00,121.76,24.31,4.1,18.9
2015-10-16 14:30:00,121.76,24.33,4.5,18.6
2015-10-16 14:45:00,121.76,24.3,2.8,18.4
2015-10-16 15:45:00,121.75,24.32,3.5,16.9
2015-10-17 01:00:00,122.94,24.72,5.1,121.6
2015-10-17 15:30:00,121.76,24.31,3.6,18.7
2015-10-18 04:00:00,121.75,24.3,3.5,18.7
2015-10-18 19:00:00,121.8,24.25,3.8,16.1
2015-10-18 20:15:00,121.8,24.25,3.1,16.5
2015-10-18 22:45:00,121.8,24.25,3.2,16.1
2015-10-18 23:15:00,121.62,23.91,2.5,6.3
2015-10-19 00:45:00,121.75,24.31,2.6,16.5
2015-10-19 04:45:00,121.8,24.25,3.5,16.6
2015-10-19 05:30:00,121.8,24.24,3.1,16.7
2015-10-19 10:15:00,122.01,24.86,5.3,14.4
2015-10-19 11:45:00,121.95,24.83,3.7,14.1
2015-10-19 12:30:00,122.0,24.86,3.7,12.8
2015-10-19 13:30:00,122.01,24.84,4.7,11.3
2015-10-19 14:00:00,122.0,24.84,3.7,10.6
2015-10-19 14:45:00,121.98,24.83,3.9,14.2
2015-10-19 15:15:00,122.0,24.83,4.7,8.7
2015-10-19 15:30:00,121.99,24.84,4.1,6.2
2015-10-19 16:15:00,122.01,24.85,3.8,16.1
2015-10-20 17:15:00,120.58,23.46,3.0,9.8
2015-10-20 19:30:00,121.96,24.84,3.9,12.2
2015-10-21 07:00:00,121.98,24.85,4.0,5.6
2015-10-21 08:00:00,122.02,24.87,3.5,14.3
2015-10-21 09:00:00,121.01,22.55,4.5,9.4
2015-10-21 23:45:00,121.76,24.35,3.8,17.3
2015-10-22 19:00:00,121.77,24.2,3.2,13.5
2015-10-25 04:00:00,121.8,24.24,3.2,17.0
2015-10-26 19:15:00,121.64,24.05,2.8,8.4
2015-10-28 15:00:00,121.91,24.29,3.9,15.5
2015-10-28 19:45:00,121.76,23.8,3.9,45.6
2015-10-31 22:45:00,120.55,23.5,2.9,13.9
2015-10-31 23:00:00,120.55,23.5,3.0,15.7
2015-11-02 05:00:00,121.58,22.73,5.9,18.8
2015-11-03 04:15:00,121.47,23.93,2.9,17.4
2015-11-03 08:00:00,122.03,24.85,4.8,8.9
2015-11-03 08:30:00,121.55,24.15,3.8,29.2
2015-11-03 08:45:00,121.69,24.47,3.6,56.6
2015-11-05 17:00:00,121.83,23.93,5.0,47.9
2015-11-05 19:15:00,121.9,24.81,3.7,11.1
2015-11-08 07:00:00,122.23,24.9,4.3,117.1
2015-11-09 08:15:00,122.37,24.68,4.4,94.8
2015-11-10 08:00:00,121.43,23.75,3.0,23.7
2015-11-10 22:45:00,122.31,24.8,4.5,14.2
2015-11-11 23:30:00,122.75,24.47,5.5,95.6
2015-11-12 05:30:00,121.85,24.99,4.6,133.1
2015-11-12 19:00:00,121.19,22.26,4.3,18.1
2015-11-13 09:30:00,121.62,23.51,3.7,33.6
2015-11-14 13:30:00,121.56,22.77,4.4,20.5
2015-11-15 10:00:00,121.67,24.1,3.3,6.3
2015-11-16 03:45:00,121.82,24.27,3.1,17.8
2015-11-16 05:00:00,121.83,24.26,3.4,18.4
2015-11-19 08:00:00,121.62,24.03,2.8,9.2
2015-11-19 08:45:00,121.63,24.02,3.3,9.2
2015-11-20 18:15:00,121.53,23.55,4.2,29.9
2015-11-21 09:15:00,121.76,24.23,3.3,14.5
2015-11-21 12:00:00,121.4,23.21,3.7,21.6
2015-11-21 17:45:00,121.66,24.02,3.8,36.5
2015-11-22 13:15:00,122.01,23.68,4.2,38.1
2015-11-22 15:15:00,120.54,23.53,2.5,10.8
2015-11-22 22:15:00,121.47,23.93,3.8,19.4
2015-11-24 15:45:00,121.65,24.01,3.7,45.2
2015-11-28 08:45:00,122.26,25.19,5.2,219.4
2015-11-28 11:45:00,121.47,23.96,3.0,17.8
2015-11-29 01:00:00,121.71,24.14,3.6,9.2
2015-12-02 13:15:00,121.91,24.19,4.9,23.9
2015-12-02 13:45:00,121.89,24.18,4.6,24.3
2015-12-02 14:30:00,121.89,24.18,3.8,23.5
2015-12-02 19:45:00,121.9,24.19,3.9,25.9
2015-12-03 09:30:00,121.81,24.79,4.4,71.3
2015-12-03 20:00:00,121.66,23.79,4.0,36.5
2015-12-03 22:30:00,121.39,22.6,5.3,25.9
2015-12-04 07:15:00,121.38,22.61,3.7,26.2
2015-12-05 15:45:00,121.61,22.78,3.8,19.3
2015-12-05 21:15:00,120.3,23.31,3.1,11.6
2015-12-06 12:30:00,121.9,24.18,4.5,24.5
2015-12-06 13:00:00,122.39,24.76,4.3,107.8
2015-12-08 02:15:00,121.46,23.91,3.3,21.5
2015-12-08 17:00:00,121.55,24.18,3.0,23.0
2015-12-09 13:00:00,120.21,23.09,2.7,15.7
2015-12-09 15:30:00,121.63,24.3,3.4,20.7
2015-12-11 13:00:00,121.92,24.41,3.9,25.0
2015-12-11 17:30:00,121.34,23.38,3.2,12.3
2015-12-12 06:15:00,121.47,23.94,3.2,18.5
2015-12-12 23:30:00,121.34,23.38,4.4,13.0
2015-12-12 23:45:00,121.34,23.37,4.6,12.4
2015-12-13 02:15:00,121.34,23.39,3.7,11.4
2015-12-14 15:15:00,121.46,23.92,4.2,22.3
2015-12-17 11:00:00,121.53,23.21,3.7,38.3
2015-12-18 02:30:00,121.02,24.73,2.5,8.4
2015-12-20 18:00:00,121.97,24.52,3.8,13.1
2015-12-21 01:00:00,121.84,24.43,3.0,13.3
2015-12-21 05:45:00,121.94,24.83,3.2,7.4
2015-12-21 06:30:00,120.32,23.23,3.7,14.6
2015-12-21 12:45:00,121.96,24.4,3.3,20.0
2015-12-22 12:30:00,121.79,24.37,3.1,16.4
2015-12-22 14:00:00,121.59,23.82,4.4,27.7
2015-12-22 22:30:00,121.56,24.18,2.9,23.3
2015-12-24 02:30:00,121.64,23.85,3.9,36.8
2015-12-24 17:00:00,121.79,24.06,3.9,22.1
2015-12-25 03:15:00,121.05,23.97,4.1,7.4
2015-12-25 05:15:00,121.03,24.05,4.6,21.2
2015-12-26 05:00:00,121.23,24.8,3.7,11.3
2015-12-26 05:15:00,121.23,24.8,3.2,11.8
2015-12-26 10:30:00,121.03,22.41,2.9,12.1
2015-12-26 12:00:00,121.68,24.21,4.4,15.7
2015-12-27 00:00:00,119.97,22.53,3.2,36.5
2015-12-27 15:00:00,122.59,24.57,4.8,93.6
2015-12-27 18:30:00,121.6,24.19,3.2,20.6
2015-12-28 08:00:00,121.38,23.21,3.5,19.5
2015-12-31 08:45:00,121.8,21.41,5.0,147.4
2016-01-01 06:30:00,121.08,24.76,2.3,7.5
2016-01-01 14:15:00,121.48,24.01,2.8,16.8
2016-01-02 09:15:00,121.42,23.74,3.9,20.5
2016-01-03 22:00:00,122.08,24.6,4.9,66.4
2016-01-04 00:00:00,121.93,24.38,4.0,29.6
2016-01-05 00:00:00,121.9,24.37,2.9,16.7
2016-01-05 01:15:00,121.39,21.57,4.9,91.0
2016-01-05 10:30:00,121.9,24.45,3.6,23.1
2016-01-06 16:00:00,121.95,24.57,3.6,49.0
2016-01-06 17:00:00,121.76,24.33,3.3,6.0
2016-01-08 12:15:00,121.63,23.98,3.8,24.2
2016-01-08 21:15:00,121.63,23.79,3.5,33.9
2016-01-10 18:45:00,121.99,24.18,4.4,30.7
2016-01-11 12:45:00,121.53,23.43,5.3,33.2
2016-01-13 17:00:00,120.49,23.41,3.6,9.7
2016-01-13 20:45:00,121.24,24.75,3.1,9.4
2016-01-14 01:00:00,121.84,24.11,4.4,6.5
2016-01-14 01:15:00,121.83,24.11,4.4,10.5
2016-01-14 23:15:00,120.49,23.42,2.8,10.3
2016-01-15 07:00:00,121.64,24.07,2.7,8.9
2016-01-16 00:15:00,121.76,24.49,3.9,42.9
2016-01-16 10:45:00,120.45,23.46,3.2,11.4
2016-01-18 23:45:00,120.49,23.23,3.4,12.7
2016-01-19 10:00:00,121.31,22.79,5.8,29.7
2016-01-19 13:30:00,121.32,22.78,3.2,27.9
2016-01-19 20:00:00,121.57,23.9,3.7,9.7
2016-01-20 23:30:00,121.33,22.77,4.2,29.7
2016-01-22 04:30:00,122.31,24.96,4.4,14.0
2016-01-23 04:15:00,121.47,23.93,3.0,15.1
2016-01-23 12:00:00,122.35,24.62,4.0,11.4
2016-01-25 15:00:00,121.7,23.77,3.3,25.8
2016-02-01 07:45:00,121.77,24.74,2.8,10.8
2016-02-02 22:15:00,123.54,25.42,6.7,203.7
2016-02-02 23:15:00,121.62,24.01,3.1,9.0
2016-02-04 16:00:00,121.57,24.14,3.1,15.7
2016-02-05 19:15:00,121.47,23.94,3.2,16.1
2016-02-06 03:45:00,120.54,22.92,6.6,14.6
2016-02-06 04:00:00,120.32,22.97,4.9,24.3
2016-02-06 04:15:00,120.37,22.97,3.5,23.0
2016-02-06 05:00:00,120.36,23.01,4.3,21.1
2016-02-06 06:00:00,121.94,24.37,3.9,26.7
2016-02-06 07:00:00,120.36,22.99,3.2,22.8
2016-02-06 20:00:00,121.7,24.34,3.2,14.9
2016-02-06 21:30:00,120.37,22.96,3.5,23.4
2016-02-07 19:00:00,120.49,23.42,3.3,8.4
2016-02-08 11:15:00,120.46,23.19,3.3,14.2
2016-02-08 17:45:00,120.57,23.01,3.8,12.9
2016-02-08 19:15:00,120.33,23.46,2.7,11.6
2016-02-08 19:30:00,120.52,23.53,3.1,5.6
2016-02-09 08:45:00,121.69,23.89,5.1,5.7
2016-02-09 19:45:00,121.68,23.91,2.8,7.2
2016-02-09 22:45:00,121.44,24.96,2.2,10.3
2016-02-10 03:45:00,120.36,22.98,2.9,23.5
2016-02-10 08:30:00,120.43,23.17,3.8,16.1
2016-02-10 14:00:00,120.52,23.53,3.3,5.1
2016-02-10 14:30:00,120.55,23.1,3.1,7.8
2016-02-10 21:30:00,120.55,22.91,3.8,14.0
2016-02-11 12:00:00,121.43,22.94,3.8,36.4
2016-02-13 11:45:00,121.6,23.69,3.4,35.3
2016-02-14 01:00:00,121.16,24.24,4.1,5.7
2016-02-15 03:00:00,122.02,24.43,3.5,21.0
2016-02-15 13:15:00,120.86,23.02,4.5,4.9
2016-02-15 13:45:00,120.86,23.01,3.9,4.4
2016-02-15 16:00:00,120.87,23.0,3.9,5.2
2016-02-15 18:15:00,121.51,24.03,2.8,20.5
2016-02-16 08:45:00,121.71,24.25,2.8,13.5
2016-02-16 10:30:00,120.89,23.0,4.3,4.4
2016-02-16 10:45:00,120.89,23.0,4.8,5.8
2016-02-16 12:00:00,120.87,23.01,5.0,5.0
2016-02-16 19:30:00,121.94,24.83,4.0,11.0
2016-02-16 20:15:00,121.95,24.83,4.0,8.6
2016-02-16 20:30:00,121.96,24.83,3.7,15.5
2016-02-17 00:30:00,120.89,23.0,4.1,4.2
2016-02-17 12:15:00,120.53,22.9,3.6,17.1
2016-02-17 15:00:00,120.87,23.01,3.7,5.0
2016-02-17 15:45:00,120.45,23.46,2.7,12.1
2016-02-17 16:00:00,120.86,23.0,3.5,5.6
2016-02-18 06:00:00,121.57,23.95,2.9,24.1
2016-02-18 09:00:00,120.87,23.02,5.3,5.4
2016-02-18 09:15:00,120.88,23.03,5.1,4.3
2016-02-18 09:30:00,120.86,23.03,3.7,4.5
2016-02-18 09:45:00,120.86,23.03,3.6,4.2
2016-02-19 04:30:00,121.81,24.34,3.6,12.3
2016-02-19 05:15:00,120.35,22.96,4.3,24.4
2016-02-19 10:15:00,120.34,22.99,3.3,25.0
2016-02-22 04:30:00,120.6,23.19,3.6,10.4
2016-02-22 06:30:00,120.6,23.19,3.7,11.1
2016-02-22 19:15:00,120.94,22.99,4.0,7.6
2016-02-22 19:45:00,120.95,22.99,4.2,4.1
2016-02-23 04:15:00,121.65,23.89,4.0,4.4
